,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
4681,708,France,Female,44,2,161887.81,2,yes,no,84870.23
4682,809,France,Male,24,7,109558.36,1,yes,no,183515.13
4683,588,France,Male,38,1,124271.26,1,yes,no,75969.19
4684,623,France,Male,43,1,0.0,2,yes,yes,146379.3
4685,537,Spain,Male,42,1,190569.23,1,no,yes,127154.8
4686,536,Spain,Male,53,2,143923.96,1,yes,no,2019.78
4687,769,France,Male,48,2,96542.16,2,no,yes,197885.72
4688,690,France,Male,33,5,0.0,2,yes,no,138017.68
4689,771,Spain,Male,45,0,139825.56,1,no,no,170984.97
4690,497,Germany,Male,24,6,111769.14,2,yes,no,55859.27
4691,622,Spain,Male,37,4,0.0,2,yes,no,4459.5
4692,602,Spain,Male,30,9,113672.18,2,no,no,102135.92
4693,543,France,Female,32,7,147256.86,1,yes,no,112771.95
4694,520,Spain,Male,45,7,107023.03,1,yes,no,32903.93
4695,669,France,Male,37,1,125529.55,1,yes,yes,162260.93
4696,631,Spain,Female,41,0,0.0,1,no,no,87959.83
4697,537,Germany,Male,48,4,131834.8,1,yes,no,166476.95
4698,732,France,Male,62,2,0.0,2,yes,yes,25438.87
4699,844,Spain,Male,56,5,99529.7,1,no,yes,157230.06
4700,838,Spain,Male,35,0,0.0,2,no,yes,197305.91
4701,652,France,Male,27,10,107303.72,2,no,no,44435.76
4702,660,France,Male,33,0,72783.42,1,no,no,181051.99
4703,692,Spain,Female,44,8,0.0,1,no,yes,159069.37
4704,588,France,Female,35,0,0.0,2,yes,yes,155485.24
4705,533,Germany,Female,22,10,115743.6,1,no,no,43852.05
4706,850,France,Male,43,4,161256.53,1,yes,yes,140071.57
4707,511,France,Male,27,8,0.0,2,yes,yes,49089.36
4708,530,Spain,Male,44,6,0.0,2,no,no,55893.37
4709,554,France,Male,31,1,0.0,2,no,yes,192660.55
4710,585,Germany,Female,40,3,162261.01,2,yes,no,137028.51
4711,754,France,Male,39,3,74896.33,1,no,no,34430.16
4712,474,France,Male,54,3,0.0,1,yes,no,108409.17
4713,837,Germany,Male,35,0,144037.6,1,yes,no,145325.32
4714,567,France,Female,23,9,93522.2,1,no,yes,81425.61
4715,800,Spain,Male,38,1,0.0,2,yes,no,51553.43
4716,646,France,Male,18,10,0.0,2,no,yes,52795.15
4717,627,Germany,Male,38,8,106922.92,2,no,yes,84270.09
4718,505,France,Male,26,8,112972.57,1,yes,no,145011.62
4719,566,Germany,Female,35,1,123042.0,1,yes,no,66245.44
4720,619,Germany,Female,33,3,100488.92,2,no,yes,36446.74
4721,757,France,Female,44,4,123322.15,1,yes,no,137136.29
4722,648,France,Male,32,0,0.0,1,no,yes,117323.31
4723,621,Spain,Male,42,8,68683.68,1,yes,yes,74157.71
4724,543,Germany,Male,49,6,59532.18,1,yes,no,104253.56
4725,658,France,Female,43,7,140260.36,2,yes,no,2748.72
4726,633,Germany,Male,50,7,88302.65,1,yes,yes,195937.16
4727,648,France,Female,19,1,0.0,2,no,yes,22101.86
4728,501,Germany,Male,40,5,114655.58,1,no,no,126535.92
4729,683,France,Female,42,4,148283.94,1,yes,yes,44692.63
4730,619,Spain,Female,38,1,0.0,1,yes,no,112442.63
4731,705,France,Female,35,3,0.0,2,no,yes,66331.01
4732,638,Germany,Female,53,1,123916.67,1,yes,no,16657.68
4733,710,France,Female,31,1,0.0,2,yes,no,20081.3
4734,590,France,Female,54,4,0.0,2,yes,yes,93820.49
4735,725,France,Male,43,2,165896.0,2,yes,no,130795.52
4736,638,France,Female,32,0,0.0,2,yes,no,160129.99
4737,791,France,Male,36,6,111168.97,1,yes,yes,189969.91
4738,702,France,Female,40,1,103549.24,1,no,no,9712.52
4739,607,France,Female,32,6,0.0,2,no,no,196062.01
4740,535,France,Male,30,6,103804.97,1,yes,yes,125710.53
4741,651,France,Male,45,2,165901.59,2,yes,no,23054.51
4742,506,Germany,Male,59,8,119152.1,2,yes,yes,170679.74
4743,511,Spain,Female,57,8,122950.31,1,yes,yes,181258.76
4744,757,France,Female,51,1,0.0,1,yes,yes,22835.13
4745,768,Germany,Male,49,1,133384.66,1,yes,no,102397.22
4746,757,France,Male,32,9,0.0,2,yes,no,115950.96
4747,663,Spain,Male,64,6,0.0,2,no,yes,15876.52
4748,537,Germany,Female,37,7,158411.95,4,yes,yes,117690.58
4749,570,Germany,Male,29,4,122028.65,2,yes,yes,173792.77
4750,850,France,Female,35,5,0.0,1,yes,yes,80992.8
4751,661,Germany,Female,64,8,128751.65,2,yes,no,189398.18
4752,659,France,Male,54,8,133436.52,1,yes,no,56787.8
4753,454,Spain,Male,40,2,123177.01,1,yes,no,148309.98
4754,708,France,Female,59,2,0.0,1,yes,no,179673.11
4755,720,France,Female,37,2,120328.88,2,yes,yes,138470.21
4756,785,France,Female,39,1,130147.98,1,yes,no,163798.41
4757,743,Spain,Female,36,8,92716.96,1,yes,yes,33693.78
4758,493,Spain,Female,48,7,0.0,2,yes,no,48545.1
4759,557,Spain,Male,34,3,0.0,1,no,yes,123427.98
4760,850,France,Male,40,1,76914.21,1,yes,no,174183.44
4761,799,France,Female,32,3,106045.92,2,yes,yes,17938.0
4762,756,France,Male,34,1,103133.26,1,yes,yes,90059.04
4763,752,France,Male,38,0,145974.79,2,yes,yes,137694.23
4764,696,Spain,Female,36,3,0.0,3,yes,no,65039.9
4765,630,Spain,Female,49,1,0.0,2,no,yes,162858.29
4766,659,Spain,Female,38,9,0.0,2,yes,yes,35701.06
4767,685,Spain,Male,39,9,0.0,2,yes,yes,18826.06
4768,599,Spain,Female,31,3,0.0,1,yes,yes,130086.47
4769,559,Spain,Female,31,1,139183.06,1,no,yes,143360.56
4770,615,Spain,Male,19,5,0.0,2,yes,no,159920.92
4771,580,Germany,Female,36,3,74974.89,1,yes,yes,12099.67
4772,487,Spain,Male,44,6,61691.45,1,yes,yes,53087.98
4773,646,Germany,Female,35,1,121952.75,2,yes,yes,142839.82
4774,811,France,Female,35,7,0.0,1,yes,yes,178.19
4775,526,Spain,Male,35,5,0.0,2,yes,yes,105618.14
4776,767,Spain,Male,37,7,0.0,2,yes,yes,24734.25
4777,548,France,Female,33,1,80107.83,2,no,yes,82245.67
4778,737,Spain,Female,45,2,0.0,2,no,yes,177695.67
4779,613,Germany,Male,40,1,147856.82,3,no,no,107961.11
4780,711,Spain,Male,36,8,0.0,2,yes,no,55207.41
4781,850,Spain,Female,53,7,65407.16,2,no,no,182633.63
4782,752,France,Female,53,8,114233.18,1,yes,yes,51587.04
4783,710,France,Female,37,5,0.0,2,yes,no,115403.31
4784,664,Spain,Female,53,7,187602.18,1,yes,no,186392.99
4785,510,France,Female,22,3,156834.34,1,no,no,44374.44
4786,577,France,Female,34,2,0.0,2,yes,yes,84033.35
4787,529,France,Male,42,1,157498.9,1,yes,yes,82276.62
4788,757,Spain,Female,44,9,0.0,2,yes,no,177528.92
4789,691,France,Male,41,2,0.0,1,yes,yes,56850.92
4790,621,Spain,Male,34,8,0.0,1,no,no,47972.65
4791,709,Spain,Male,35,2,0.0,2,yes,no,104982.39
4792,756,Spain,Male,19,4,130274.22,1,yes,yes,133535.29
4793,788,France,Female,41,6,0.0,1,yes,yes,25571.37
4794,705,France,Female,39,5,149379.66,2,yes,no,96075.55
4795,483,France,Male,29,9,0.0,1,yes,yes,81634.45
4796,719,Spain,Male,35,1,100829.94,1,yes,yes,165008.97
4797,793,Germany,Female,32,1,96408.98,1,yes,yes,138191.81
4798,593,France,Male,41,6,0.0,2,yes,yes,99136.49
4799,551,France,Male,52,1,0.0,1,no,no,63584.55
4800,690,France,Male,39,6,0.0,2,yes,no,160532.88
4801,823,France,Male,71,5,149105.08,1,no,yes,162683.06
4802,512,Spain,Male,39,3,0.0,1,yes,no,134878.19
4803,802,Spain,Male,41,5,0.0,2,yes,yes,134626.3
4804,450,Spain,Female,34,2,0.0,2,yes,no,175480.93
4805,651,Germany,Male,41,1,90218.11,1,yes,no,174337.68
4806,697,France,Female,33,1,87347.7,1,yes,no,172524.51
4807,611,France,Male,28,2,0.0,2,no,no,25395.83
4808,643,France,Female,33,0,137811.75,1,yes,yes,184856.89
4809,822,France,Male,37,3,105563.0,1,yes,no,182624.93
4810,632,France,Male,38,4,0.0,2,no,no,192505.62
4811,575,Spain,Female,26,7,0.0,2,yes,no,112507.63
4812,672,France,Male,31,6,91125.75,1,yes,no,177295.92
4813,517,Spain,Male,39,3,0.0,2,no,yes,12465.51
4814,621,Spain,Male,39,8,0.0,2,yes,no,36122.96
4815,775,Germany,Female,77,6,135120.56,1,yes,no,37836.64
4816,600,France,Male,29,8,0.0,2,no,yes,34747.43
4817,640,France,Male,28,7,0.0,2,yes,yes,131097.9
4818,752,France,Female,36,1,86837.95,1,yes,yes,105280.55
4819,613,France,Male,26,4,100446.57,1,no,yes,149653.81
4820,484,France,Female,32,3,0.0,2,yes,yes,139390.99
4821,511,France,Female,33,3,0.0,2,yes,no,132436.71
4822,745,France,Female,32,2,0.0,4,no,yes,179705.13
4823,786,Spain,Female,32,6,114512.59,1,yes,no,15796.66
4824,727,France,Male,35,5,136364.46,1,no,no,142754.71
4825,622,France,Male,31,5,106260.67,1,yes,yes,2578.43
4826,794,France,Male,24,10,146126.75,1,yes,yes,88992.05
4827,636,Spain,Male,52,4,111284.53,1,no,yes,32936.44
4828,741,Spain,Female,42,9,121056.63,2,yes,no,39122.58
4829,687,France,Male,34,5,128270.56,1,yes,no,191092.62
4830,660,Spain,Male,30,4,0.0,2,yes,no,129149.06
4831,660,France,Male,35,7,0.0,2,yes,no,13218.6
4832,617,France,Female,79,7,0.0,1,yes,yes,160589.18
4833,762,France,Male,32,10,191775.65,1,yes,no,179657.83
4834,752,Spain,Female,35,2,0.0,1,yes,no,44335.54
4835,561,Spain,Male,34,4,85141.79,2,yes,yes,29217.37
4836,609,France,Male,26,10,126392.18,1,no,yes,43651.49
4837,803,France,Male,28,3,0.0,2,yes,no,159654.0
4838,556,France,Female,40,9,129860.37,1,no,no,17992.94
4839,531,France,Female,53,5,127642.44,1,yes,no,141501.45
4840,411,France,Female,35,2,0.0,2,yes,yes,93825.78
4841,587,Germany,Female,44,5,125584.17,2,yes,yes,41852.24
4842,683,Spain,Male,56,7,50911.21,3,no,no,97629.31
4843,654,France,Male,29,2,91955.61,1,yes,no,37065.66
4844,670,Germany,Female,36,2,84266.44,2,no,no,38614.69
4845,655,France,Female,36,2,147149.59,1,yes,yes,87816.86
4846,752,France,Female,36,7,0.0,2,yes,no,184866.86
4847,534,France,Female,23,5,104822.45,1,no,yes,160176.47
4848,635,France,Male,42,1,146766.72,2,no,yes,164357.1
4849,491,Germany,Male,70,6,148745.92,2,yes,yes,17818.33
4850,516,France,Male,27,9,0.0,1,yes,no,142680.64
4851,530,France,Female,48,0,0.0,1,yes,no,85081.09
4852,687,Spain,Male,35,3,0.0,2,yes,yes,176450.19
4853,684,France,Female,41,6,135203.81,2,yes,yes,121967.88
4854,706,Germany,Male,23,2,93301.97,2,no,yes,127187.04
4855,490,Germany,Male,33,5,96341.0,2,no,no,108313.34
4856,796,France,Male,44,8,165326.2,1,yes,yes,57205.55
4857,849,France,Male,27,0,0.0,2,no,yes,157891.86
4858,779,France,Female,41,10,99786.2,1,yes,no,86927.53
4859,794,Spain,Female,22,4,114440.24,1,yes,yes,107753.07
4860,748,Spain,Male,36,4,141573.55,1,yes,no,82158.14
4861,663,Spain,Female,22,9,0.0,1,yes,no,29135.89
4862,645,Spain,Female,55,1,133676.65,1,no,yes,17095.49
4863,464,France,Female,33,10,147493.7,2,yes,no,100447.53
4864,737,France,Male,54,9,0.0,1,yes,no,83470.4
4865,590,France,Female,29,4,0.0,2,yes,no,121846.81
4866,522,Germany,Female,37,3,95022.57,1,yes,yes,129107.59
4867,648,France,Female,34,3,0.0,1,yes,no,54726.43
4868,754,France,Male,37,6,0.0,1,yes,yes,116141.72
4869,669,France,Male,50,4,149713.61,3,yes,yes,124872.42
4870,648,Germany,Female,43,1,107963.38,1,no,no,186438.86
4871,763,France,Male,40,3,0.0,2,yes,no,134281.11
4872,790,Spain,Male,32,3,0.0,1,yes,no,91044.47
4873,581,France,Male,37,7,0.0,2,yes,yes,74320.75
4874,703,France,Male,43,8,0.0,2,yes,no,9704.66
4875,571,France,Female,33,9,102017.25,2,no,no,128600.49
4876,657,Spain,Female,27,8,0.0,2,no,no,6468.24
4877,737,France,Male,44,7,0.0,2,no,no,57898.58
4878,793,Spain,Male,29,8,96674.55,2,no,no,192120.66
4879,783,Spain,Female,44,3,81811.71,1,yes,no,164213.53
4880,751,Spain,Male,33,4,79281.61,1,yes,no,117547.76
4881,579,France,Male,31,6,0.0,2,yes,no,26149.25
4882,655,Germany,Female,36,10,122314.39,1,yes,no,9181.66
4883,614,Germany,Male,43,8,140733.74,1,yes,yes,166588.76
4884,678,Germany,Male,49,2,116933.11,1,yes,no,195053.58
4885,562,Spain,Male,41,5,165445.04,2,yes,no,85787.31
4886,711,Germany,Female,53,5,123805.03,1,yes,no,102428.51
4887,620,France,Male,37,0,107548.94,1,yes,no,71175.94
4888,437,France,Male,49,9,111634.29,2,no,yes,166440.32
4889,691,Germany,Female,41,8,109153.96,3,yes,yes,148848.76
4890,552,Spain,Female,34,4,0.0,2,yes,no,140286.69
4891,765,Germany,Male,34,5,86055.17,2,yes,yes,104220.5
4892,707,Germany,Female,51,10,98438.23,1,no,no,70778.63
4893,764,Spain,Male,29,5,0.0,2,yes,no,65868.28
4894,585,France,Female,32,8,144705.87,2,no,no,171482.56
4895,784,France,Male,31,7,0.0,2,yes,yes,143204.41
4896,605,France,Male,41,5,91612.91,1,yes,yes,28427.84
4897,699,Spain,Male,40,2,0.0,1,yes,no,78387.32
4898,544,France,Female,40,7,0.0,1,no,yes,161076.92
4899,803,France,Female,32,9,192122.84,1,yes,yes,54277.45
4900,735,France,Male,41,7,179904.0,1,yes,yes,137180.95
4901,673,France,Male,59,0,178058.06,2,no,yes,21063.71
4902,652,France,Male,30,2,176166.56,2,yes,yes,152210.81
4903,694,France,Male,42,3,156864.2,2,no,no,88890.75
4904,741,France,Female,44,7,0.0,2,yes,yes,190534.76
4905,590,Spain,Male,30,3,0.0,2,yes,no,83090.35
4906,809,Spain,Female,33,3,0.0,2,no,yes,141426.78
4907,523,France,Male,34,2,161588.89,1,yes,yes,51358.66
4908,540,France,Male,48,2,109349.29,1,yes,no,88703.04
4909,596,Spain,Female,29,6,0.0,2,yes,no,116696.77
4910,597,France,Female,36,9,0.0,2,yes,yes,7156.09
4911,407,Spain,Male,37,1,0.0,1,yes,yes,49161.12
4912,748,France,Male,60,0,152335.7,1,yes,no,126743.33
4913,562,France,Female,51,1,124662.54,1,yes,yes,65390.46
4914,734,Germany,Female,47,10,91522.04,2,yes,yes,138835.91
4915,710,France,Male,45,1,0.0,2,yes,yes,36154.66
4916,539,Spain,Female,39,6,62052.28,1,no,yes,59755.14
4917,542,France,Male,32,7,107871.72,1,yes,no,125302.64
4918,717,France,Female,36,2,99472.76,2,yes,no,94274.72
4919,682,Spain,Female,50,10,128039.01,1,yes,yes,102260.16
4920,515,France,Male,33,2,0.0,2,yes,yes,136028.97
4921,526,Spain,Female,33,8,114634.63,2,yes,no,110114.38
4922,702,France,Male,26,5,56738.47,2,yes,yes,100442.22
4923,651,Germany,Male,34,2,90355.12,2,no,no,193597.94
4924,792,Germany,Male,36,5,115725.24,2,no,no,1871.25
4925,817,Germany,Male,58,3,114327.59,2,yes,yes,42831.11
4926,674,Germany,Female,36,6,100762.64,1,yes,no,182156.86
4927,641,France,Female,40,9,0.0,1,no,no,151648.66
4928,513,Spain,Male,39,7,89039.9,2,yes,yes,146738.83
4929,561,France,Male,34,1,78829.53,1,yes,yes,12148.2
4930,627,Germany,Male,30,6,112372.96,1,yes,yes,118029.09
4931,682,Germany,Male,81,6,122029.15,1,yes,yes,50783.88
4932,683,France,Female,29,0,157829.12,1,no,no,129891.66
4933,420,Germany,Female,31,1,108377.75,2,yes,yes,9904.63
4934,670,France,Female,54,2,95507.12,1,yes,yes,63213.31
4935,505,Germany,Male,43,6,127146.68,1,no,no,137565.87
4936,580,Germany,Male,24,1,133811.78,1,yes,no,17185.95
4937,577,France,Male,36,3,121092.47,2,no,yes,143783.46
4938,773,Germany,Male,34,10,126979.75,1,no,no,36823.28
4939,616,France,Male,37,5,144235.73,2,no,no,154957.66
4940,763,France,Female,38,0,152582.2,2,no,no,31892.82
4941,640,Spain,Male,43,9,172478.15,1,yes,no,191084.4
4942,592,France,Male,36,1,126477.42,1,no,no,179718.17
4943,528,Spain,Male,43,7,97473.87,2,yes,yes,159823.16
4944,630,France,Male,53,5,138053.67,1,no,yes,114110.97
4945,529,France,Female,31,2,164003.05,2,yes,yes,60993.23
4946,546,France,Female,47,8,0.0,1,yes,yes,66408.01
4947,753,France,Female,62,6,0.0,2,yes,yes,136398.9
4948,772,Spain,Female,39,4,122486.11,2,yes,yes,140709.25
4949,567,France,Male,36,1,0.0,2,no,no,8555.73
4950,628,Germany,Female,45,6,53667.44,1,yes,no,115022.94
4951,658,France,Male,20,7,0.0,2,no,no,187638.34
4952,679,Spain,Male,58,9,109327.65,1,yes,yes,3829.13
4953,629,Spain,Male,34,1,121151.05,1,no,no,119357.93
4954,731,Spain,Male,42,9,101043.63,1,yes,yes,192175.52
4955,775,Germany,Male,33,3,83501.66,2,yes,no,128841.31
4956,660,Spain,Male,33,2,80462.24,1,no,no,150422.35
4957,752,France,Male,39,3,0.0,1,yes,no,188187.05
4958,655,France,Male,37,6,109093.41,2,yes,no,1775.52
4959,543,Spain,Female,46,5,140355.6,1,yes,yes,85086.78
4960,811,France,Male,42,10,0.0,2,yes,yes,3797.79
4961,689,Germany,Male,45,0,130170.82,2,yes,no,150856.38
4962,531,France,Female,42,2,0.0,2,no,yes,90537.47
4963,515,France,Male,40,0,109542.29,1,yes,yes,166370.81
4964,466,France,Female,41,3,33563.95,2,yes,no,178994.13
4965,782,France,Male,36,1,148795.17,2,yes,yes,195681.43
4966,611,France,Male,64,9,0.0,2,yes,yes,53277.15
4967,621,Germany,Male,40,8,174126.75,3,yes,no,172490.78
4968,604,Spain,Male,41,3,0.0,1,no,no,11819.84
4969,655,Spain,Female,35,1,106405.03,1,yes,yes,82900.25
4970,689,Spain,Male,38,2,0.0,1,yes,yes,82709.8
4971,681,Spain,Male,30,2,128393.29,1,yes,yes,180593.45
4972,643,Germany,Male,41,2,127841.52,1,yes,no,172363.41
4973,617,France,Female,24,4,137295.19,2,yes,yes,91195.12
4974,638,Spain,Female,55,2,155828.22,1,no,yes,108987.25
4975,743,France,Male,39,6,0.0,2,yes,no,44265.28
4976,828,Germany,Female,25,7,144351.86,1,yes,no,116613.26
4977,776,Spain,Male,35,8,106365.29,1,yes,yes,148527.56
4978,540,Germany,Male,35,7,127801.88,1,no,yes,84239.46
4979,616,Germany,Female,45,4,122793.96,1,yes,yes,62002.04
4980,628,Germany,Male,38,10,113525.84,1,yes,no,46044.48
4981,667,Spain,Female,23,6,136100.69,2,no,no,169669.33
4982,615,France,Male,30,7,0.0,2,yes,yes,156346.84
4983,543,France,Male,30,4,140916.81,1,yes,no,157711.18
4984,553,France,Female,31,4,0.0,2,yes,yes,89087.4
4985,554,Germany,Male,26,4,121365.39,1,yes,yes,8742.36
4986,684,Spain,Female,36,4,0.0,1,yes,no,117038.96
4987,452,France,Female,35,7,0.0,2,yes,no,164241.67
4988,606,France,Male,47,3,93578.68,2,no,yes,137720.56
4989,629,France,Male,40,9,0.0,1,yes,no,106.67
4990,659,Spain,Female,33,8,115409.6,1,no,yes,1539.21
4991,493,France,Female,33,8,90791.69,1,yes,yes,59659.53
4992,794,France,Female,62,9,123681.32,3,yes,no,173586.63
4993,554,France,Female,44,6,92436.86,1,yes,no,126033.9
4994,796,Germany,Female,52,9,167194.36,1,yes,yes,62808.93
4995,807,France,Female,36,4,0.0,2,no,yes,147007.33
4996,500,Germany,Male,44,9,160838.13,2,yes,no,196261.64
4997,722,Spain,Male,43,1,0.0,1,yes,no,44560.17
4998,559,Spain,Female,40,7,144470.77,1,yes,yes,18917.95
4999,584,Spain,Female,38,3,0.0,2,yes,yes,4525.4
5000,834,Germany,Female,68,9,130169.27,2,no,yes,93112.2
5001,754,Spain,Male,35,4,0.0,2,yes,yes,9658.41
5002,590,France,Male,43,7,81076.8,2,yes,yes,182627.25
5003,740,France,Male,36,7,0.0,1,yes,yes,13177.4
5004,502,Germany,Female,57,3,101465.31,1,yes,no,43568.31
5005,733,France,Male,48,5,0.0,1,no,yes,117830.57
5006,755,Germany,Female,37,0,113865.23,2,yes,yes,117396.25
5007,554,Spain,Female,46,7,87603.35,3,no,yes,96929.24
5008,534,France,Male,36,4,120037.96,1,yes,no,36275.94
5009,656,Spain,Male,33,4,0.0,2,yes,no,116706.0
5010,575,Germany,Male,49,7,121205.15,4,yes,yes,168080.53
5011,480,Spain,Male,47,8,75408.33,1,yes,no,25887.89
5012,575,France,Male,40,5,0.0,2,yes,yes,122488.59
5013,672,France,Female,40,3,0.0,1,yes,no,113171.61
5014,758,Spain,Female,35,5,0.0,2,no,no,100365.51
5015,682,France,Male,50,6,121818.84,2,no,yes,124151.37
5016,501,France,Female,29,8,0.0,2,yes,no,112664.24
5017,746,Germany,Male,34,6,141806.0,2,yes,yes,183494.87
5018,556,France,Female,51,8,61354.14,1,yes,no,198810.65
5019,823,Germany,Female,53,4,124954.94,1,no,yes,131259.6
5020,491,Germany,Female,68,1,95039.12,1,no,yes,116471.14
5021,638,France,Female,29,9,103417.74,1,yes,yes,15336.4
5022,734,France,Male,45,2,0.0,2,yes,no,99593.28
5023,555,France,Male,40,10,43028.77,1,yes,no,170514.21
5024,745,Germany,Female,44,0,119638.21,1,yes,yes,34265.08
5025,728,France,Male,37,3,122689.51,2,no,no,106977.53
5026,626,France,Male,44,10,0.0,2,no,no,164287.86
5027,681,Germany,Male,37,8,73179.34,2,yes,yes,25292.53
5028,478,France,Female,38,4,171913.87,1,yes,no,51820.87
5029,709,France,Male,38,5,0.0,2,yes,yes,81452.29
5030,562,Germany,Male,33,8,92659.2,2,yes,no,1354.25
5031,769,Germany,Female,34,7,137239.17,1,yes,yes,71379.92
5032,684,Germany,Female,46,3,102955.14,2,yes,no,154137.33
5033,536,France,Female,61,8,65190.29,1,yes,yes,64308.49
5034,631,Germany,Female,29,2,96863.52,2,yes,yes,31613.35
5035,657,Spain,Male,34,5,154983.98,1,yes,no,27738.01
5036,699,Germany,Male,59,3,106819.65,1,no,yes,163570.25
5037,606,Spain,Male,38,7,128578.52,1,yes,yes,193878.51
5038,612,France,Female,63,2,126473.33,1,no,yes,147545.65
5039,660,France,Female,38,5,110570.78,2,yes,no,195906.59
5040,829,Spain,Male,50,7,0.0,2,no,yes,178458.86
5041,567,Spain,Male,29,8,0.0,2,yes,no,156125.72
5042,850,France,Female,33,3,0.0,2,yes,yes,11159.19
5043,712,Spain,Female,44,2,0.0,2,no,no,45738.94
5044,562,France,Male,30,3,111099.79,2,no,no,140650.19
5045,755,France,Female,29,3,0.0,3,yes,no,4733.94
5046,793,Spain,Male,25,3,100913.57,1,no,no,10579.72
5047,471,Spain,Male,26,8,0.0,2,yes,yes,179655.87
5048,707,France,Male,42,2,16893.59,1,yes,yes,77502.56
5049,784,Spain,Male,38,10,122267.85,1,no,no,145759.93
5050,703,France,Male,32,1,125685.79,1,yes,yes,56246.72
5051,704,Spain,Male,36,8,127397.34,1,yes,no,151335.24
5052,662,France,Male,38,0,105271.56,1,no,yes,179833.45
5053,636,Germany,Female,28,2,115265.14,1,no,no,191627.85
5054,640,Spain,Male,36,4,0.0,1,no,no,173016.46
5055,739,Spain,Male,31,1,0.0,2,yes,yes,58469.75
5056,767,Germany,Male,23,2,139542.82,1,no,yes,28038.28
5057,753,Germany,Female,46,3,111512.75,3,yes,no,159576.75
5058,714,France,Male,37,9,148466.93,2,no,yes,151280.96
5059,707,France,Male,29,4,0.0,2,yes,no,139953.94
5060,577,France,Female,35,4,108155.49,1,yes,no,105407.79
5061,633,France,Female,42,1,0.0,2,yes,no,56865.62
5062,849,Germany,Male,41,10,84622.13,1,yes,yes,198072.16
5063,614,Spain,Female,41,7,146997.64,2,no,no,137791.18
5064,558,France,Female,47,9,0.0,2,yes,no,103787.28
5065,832,France,Female,27,10,98590.25,1,yes,no,30912.89
5066,567,France,Female,26,2,0.0,2,yes,yes,78651.55
5067,587,Germany,Female,45,8,134980.74,1,yes,yes,123309.57
5068,712,Spain,Female,79,5,108078.56,1,yes,yes,174118.93
5069,655,Spain,Female,29,9,0.0,2,no,yes,85736.26
5070,641,France,Female,42,6,0.0,2,no,no,121138.77
5071,676,France,Male,35,5,106836.67,2,yes,no,84199.78
5072,472,France,Male,29,8,102490.27,1,no,yes,181224.56
5073,644,Germany,Male,34,9,112746.54,2,no,no,141230.07
5074,598,France,Male,38,0,125487.89,1,no,no,158111.71
5075,792,Spain,Male,25,8,142862.21,1,yes,yes,130639.01
5076,700,France,Female,37,7,0.0,2,yes,no,17040.82
5077,616,France,Male,34,10,0.0,2,yes,no,25662.27
5078,743,Spain,Male,35,6,79388.33,1,yes,yes,193360.69
5079,427,France,Male,37,5,0.0,2,yes,yes,121485.1
5080,731,France,Male,29,10,0.0,2,yes,yes,162452.65
5081,610,France,Female,31,6,107784.65,1,yes,yes,141137.53
5082,724,Spain,Female,41,4,142880.28,3,no,no,185541.2
5083,653,Spain,Female,38,9,149571.94,1,yes,no,118383.18
5084,774,France,Male,49,1,142767.39,1,yes,yes,8214.41
5085,547,Germany,Male,49,8,121537.71,2,yes,no,46521.45
5086,719,Spain,Male,50,2,0.0,2,no,no,10772.13
5087,740,Spain,Male,43,9,0.0,1,yes,no,199290.68
5088,543,France,Male,42,4,89838.71,3,yes,no,85983.54
5089,688,Germany,Male,45,9,103399.87,1,no,no,129870.93
5090,474,France,Female,30,9,0.0,2,no,no,63158.22
5091,505,Germany,Male,43,5,136855.94,2,yes,no,171070.52
5092,688,France,Female,39,0,0.0,2,yes,no,53222.15
5093,650,Germany,Female,55,2,140891.46,3,yes,yes,179834.45
5094,610,France,Male,37,0,0.0,1,yes,no,114514.64
5095,705,Spain,Female,46,5,89364.91,1,no,yes,139162.15
5096,669,France,Female,29,7,146011.4,1,no,no,50249.16
5097,650,Spain,Male,20,8,0.0,2,yes,yes,113469.65
5098,550,Germany,Male,29,9,145294.08,2,yes,no,147484.13
5099,595,Germany,Female,45,9,106000.12,1,no,no,191448.96
5100,572,Spain,Female,26,5,0.0,2,yes,no,119381.41
5101,622,Spain,Female,58,2,0.0,2,yes,yes,33277.31
5102,662,Spain,Male,20,9,104508.77,2,no,no,73107.53
5103,783,Germany,Female,58,3,127539.3,1,yes,yes,96590.39
5104,714,Spain,Male,44,7,0.0,1,no,yes,6923.11
5105,671,Germany,Male,51,3,96891.46,1,yes,no,176403.33
5106,600,France,Female,32,1,78535.25,1,yes,no,64349.6
5107,847,Spain,Female,37,9,112712.17,1,yes,no,116097.26
5108,650,Spain,Male,55,9,119618.42,1,yes,yes,29861.13
5109,710,Spain,Female,28,6,0.0,1,yes,no,48426.98
5110,682,France,Female,33,8,74963.5,1,yes,yes,32770.56
5111,642,France,Male,26,1,138023.79,2,no,yes,117060.2
5112,536,Spain,Female,28,4,0.0,1,yes,yes,136197.65
5113,754,France,Female,47,1,185513.67,1,yes,no,27438.83
5114,678,France,Male,60,8,185648.56,1,no,no,192156.54
5115,533,Germany,Female,49,1,102286.6,3,yes,no,69409.37
5116,741,Germany,Male,38,4,128015.83,1,yes,no,58440.43
5117,757,France,Male,31,10,39539.39,2,no,no,192519.39
5118,721,France,Male,40,3,0.0,1,yes,yes,144874.67
